state,x,y,solvedness
"[4, 2, 1, 3, 0, 4, 4, 3, 1, 5, 1, 2, 0, 1, 5, 4, 1, 1, 2, 2, 0, 5, 2, 1, 0, 1, 0, 5, 4, 5, 2, 3, 3, 3, 4, 5, 2, 0, 0, 5, 4, 3, 3, 5, 3, 3, 0, 1, 0, 5, 4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-24.944288,5.512166,0.24074074074074073
"[5, 2, 5, 1, 0, 1, 3, 0, 3, 3, 0, 1, 1, 1, 4, 1, 0, 4, 0, 5, 5, 4, 2, 2, 0, 2, 2, 2, 3, 3, 3, 3, 3, 4, 3, 2, 1, 5, 2, 4, 4, 1, 4, 4, 0, 4, 2, 0, 0, 5, 5, 1, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-79.674675,0.38605165,0.4444444444444444
"[2, 0, 0, 3, 0, 0, 3, 5, 5, 1, 4, 1, 2, 1, 1, 2, 1, 1, 3, 2, 2, 3, 2, 2, 4, 2, 2, 1, 3, 3, 1, 3, 3, 4, 4, 3, 4, 0, 5, 4, 4, 5, 4, 4, 5, 0, 1, 0, 0, 5, 5, 0, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",-69.13586,-17.452032,0.5555555555555556
"[1, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 5, 1, 2, 0, 4, 1, 3, 1, 2, 2, 5, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 4, 4, 4, 4, 4, 4, 4, 5, 1, 2, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-33.992413,-35.215946,0.6296296296296297
"[0, 1, 1, 5, 0, 2, 0, 5, 0, 2, 0, 5, 5, 1, 0, 4, 3, 0, 2, 4, 1, 4, 2, 2, 3, 1, 4, 5, 4, 2, 4, 3, 0, 2, 2, 1, 5, 1, 4, 1, 4, 5, 3, 3, 5, 3, 2, 1, 3, 5, 0, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",54.135582,-85.51035,0.2222222222222222
"[3, 2, 2, 4, 0, 1, 1, 0, 0, 0, 2, 4, 1, 1, 0, 1, 5, 4, 4, 0, 2, 4, 2, 5, 1, 2, 2, 2, 3, 0, 3, 3, 3, 5, 3, 0, 3, 1, 3, 1, 4, 2, 3, 4, 5, 5, 4, 5, 0, 5, 5, 1, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-36.364178,126.755005,0.4074074074074074
"[0, 1, 2, 0, 0, 3, 0, 0, 3, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 4, 3, 2, 2, 5, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 4, 1, 4, 4, 1, 4, 4, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",15.676038,64.18978,0.6111111111111112
"[3, 1, 4, 5, 0, 4, 5, 0, 4, 2, 5, 3, 0, 1, 2, 3, 0, 1, 2, 2, 5, 1, 2, 5, 2, 2, 2, 1, 3, 1, 3, 3, 3, 4, 3, 0, 0, 4, 5, 1, 4, 2, 0, 4, 3, 4, 4, 0, 1, 5, 0, 5, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",49.590996,-23.625895,0.3888888888888889
"[3, 5, 2, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 5, 1, 2, 3, 4, 1, 2, 0, 2, 2, 5, 2, 2, 4, 3, 3, 3, 3, 3, 5, 3, 3, 0, 0, 0, 4, 4, 4, 4, 4, 4, 2, 1, 5, 5, 5, 4, 5, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",28.927824,-73.667534,0.5555555555555556
"[3, 4, 4, 3, 0, 0, 3, 0, 0, 0, 0, 2, 1, 1, 1, 1, 1, 1, 5, 5, 5, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 2, 0, 2, 1, 4, 4, 1, 4, 4, 1, 0, 5, 5, 0, 5, 5, 4, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",-44.328613,127.29298,0.5925925925925926
"[3, 1, 4, 3, 0, 4, 3, 0, 5, 0, 0, 2, 5, 1, 2, 3, 3, 4, 2, 2, 1, 2, 2, 1, 4, 3, 1, 1, 4, 0, 3, 3, 4, 4, 4, 0, 2, 0, 0, 0, 4, 2, 2, 1, 5, 3, 5, 5, 1, 5, 5, 1, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",-36.472664,110.51871,0.2962962962962963
"[0, 2, 2, 5, 0, 1, 3, 2, 2, 1, 4, 0, 0, 1, 2, 3, 5, 1, 0, 0, 4, 5, 2, 3, 4, 4, 0, 3, 3, 5, 3, 3, 4, 4, 3, 2, 5, 1, 2, 5, 4, 0, 3, 2, 1, 1, 1, 5, 1, 5, 4, 4, 0, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-24.49449,21.529194,0.2777777777777778
"[0, 0, 2, 0, 0, 0, 0, 0, 2, 5, 1, 1, 5, 1, 1, 0, 1, 1, 1, 2, 4, 1, 2, 2, 1, 2, 2, 4, 3, 3, 2, 3, 3, 2, 3, 3, 5, 5, 5, 4, 4, 4, 4, 4, 4, 0, 4, 3, 5, 5, 3, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",25.366251,-115.91203,0.6296296296296297
"[3, 3, 1, 1, 0, 2, 5, 0, 4, 2, 1, 4, 4, 1, 2, 5, 0, 4, 4, 1, 3, 3, 2, 0, 2, 2, 5, 1, 4, 0, 5, 3, 3, 0, 4, 1, 5, 1, 2, 2, 4, 3, 1, 5, 2, 3, 4, 0, 0, 5, 5, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-18.177265,-2.7783763,0.24074074074074073
"[2, 0, 3, 1, 0, 0, 2, 0, 0, 0, 1, 5, 2, 1, 1, 4, 4, 5, 5, 5, 0, 5, 2, 2, 3, 2, 2, 5, 3, 3, 3, 3, 3, 1, 3, 1, 1, 2, 1, 4, 4, 5, 4, 4, 2, 4, 0, 3, 1, 5, 4, 0, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-23.827248,-24.656456,0.4444444444444444
"[4, 2, 2, 5, 0, 5, 0, 0, 4, 5, 1, 0, 4, 1, 1, 4, 2, 0, 3, 0, 3, 0, 2, 2, 2, 1, 4, 1, 5, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 3, 4, 1, 5, 4, 0, 5, 4, 1, 0, 5, 4, 1, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-47.76289,-2.4937062,0.3888888888888889
"[0, 1, 4, 4, 0, 0, 0, 0, 0, 1, 5, 2, 2, 1, 2, 2, 1, 5, 1, 0, 1, 3, 2, 2, 3, 2, 2, 5, 3, 3, 5, 3, 3, 1, 3, 3, 4, 0, 0, 4, 4, 4, 4, 4, 4, 3, 1, 5, 5, 5, 1, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",35.42081,-89.98789,0.5740740740740741
"[5, 5, 2, 0, 0, 5, 3, 0, 2, 4, 1, 5, 4, 1, 0, 1, 1, 0, 4, 4, 3, 1, 2, 2, 0, 2, 2, 1, 3, 3, 3, 3, 3, 5, 0, 5, 2, 5, 0, 4, 4, 3, 4, 4, 4, 1, 2, 3, 5, 5, 2, 1, 1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",14.333119,-44.667427,0.42592592592592593
"[5, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 5, 4, 4, 4, 4, 4, 4, 0, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",-17.542517,-95.70182,0.8518518518518519
"[0, 0, 1, 0, 0, 1, 5, 0, 1, 3, 4, 4, 3, 1, 1, 4, 1, 1, 2, 5, 0, 4, 2, 2, 5, 2, 2, 4, 3, 3, 1, 3, 3, 1, 0, 0, 2, 2, 3, 4, 4, 3, 4, 4, 3, 5, 5, 2, 5, 5, 2, 5, 5, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.8995159,-46.545837,0.5185185185185185
"[1, 0, 3, 0, 0, 2, 3, 0, 2, 4, 4, 3, 5, 1, 5, 0, 1, 0, 2, 2, 1, 0, 2, 4, 1, 2, 2, 4, 3, 3, 3, 3, 3, 5, 3, 1, 5, 1, 5, 1, 4, 4, 4, 4, 2, 4, 2, 5, 5, 5, 1, 0, 5, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",38.38723,-4.8251967,0.46296296296296297
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 5, 2, 2, 1, 1, 5, 1, 5, 4, 4, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 1, 4, 4, 4, 4, 4, 4, 0, 1, 4, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",-28.473871,-67.40709,0.6666666666666666
"[4, 0, 1, 0, 0, 5, 0, 0, 1, 1, 1, 0, 1, 1, 4, 0, 0, 0, 5, 2, 3, 1, 2, 2, 5, 2, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 2, 4, 4, 4, 4, 4, 4, 1, 2, 2, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-33.81781,-34.467,0.6296296296296297
"[5, 1, 0, 4, 0, 1, 1, 0, 5, 0, 0, 2, 5, 1, 4, 3, 2, 3, 5, 1, 5, 0, 2, 2, 4, 2, 2, 1, 3, 3, 3, 3, 3, 2, 5, 2, 4, 1, 4, 4, 4, 3, 4, 4, 3, 1, 2, 1, 5, 5, 5, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",5.543593,-40.37787,0.4074074074074074
